,user_id,session_id,timestamp,page_name,event_type,product_id
108,U002,1b587d4d,2024-05-03 08:08:00,cart,scroll,P100
109,U002,1b587d4d,2024-05-03 08:05:00,checkout,click,Unknown
110,U002,1b587d4d,2024-05-03 08:18:00,purchase,click,Unknown
111,U002,1523eaf1,2024-05-01 20:39:00,homepage,scroll,Unknown
112,U002,1523eaf1,2024-05-01 20:41:00,product_page,scroll,P184
113,U002,1523eaf1,2024-05-01 20:43:00,cart,scroll,P120
114,U002,1523eaf1,2024-05-01 20:48:00,checkout,click,Unknown
115,U002,51decc38,2024-05-02 18:01:00,homepage,page_view,Unknown
116,U002,51decc38,2024-05-02 18:04:00,product_page,click,P120
117,U002,51decc38,2024-05-02 18:03:00,cart,page_view,P101
118,U002,c734547f,2024-05-01 21:35:00,homepage,page_view,Unknown
119,U002,c734547f,2024-05-01 21:38:00,product_page,scroll,P191
120,U002,c734547f,2024-05-01 21:43:00,cart,scroll,P134
121,U002,ea0e3c98,2024-05-02 15:10:00,homepage,scroll,Unknown
122,U002,ea0e3c98,2024-05-02 15:12:00,product_page,page_view,P158
123,U002,41a6b415,2024-05-03 10:08:00,homepage,scroll,Unknown
124,U002,41a6b415,2024-05-03 10:11:00,product_page,scroll,P178
125,U002,7e62ad14,2024-05-03 19:44:00,homepage,page_view,Unknown
126,U002,7e62ad14,2024-05-03 19:49:00,product_page,scroll,P168
127,U003,28dde90e,2024-05-03 19:36:00,homepage,click,Unknown
128,U003,28dde90e,2024-05-03 19:37:00,product_page,page_view,P177
129,U003,28dde90e,2024-05-03 19:40:00,cart,page_view,P113
130,U003,28dde90e,2024-05-03 19:39:00,checkout,page_view,Unknown
131,U003,1bd02652,2024-05-01 09:04:00,homepage,click,Unknown
132,U003,1bd02652,2024-05-01 09:09:00,product_page,scroll,P132
133,U003,1bd02652,2024-05-01 09:06:00,cart,click,P173
134,U003,1bd02652,2024-05-01 09:10:00,checkout,page_view,Unknown
135,U003,2affc0b6,2024-05-01 18:04:00,homepage,scroll,Unknown
136,U003,2affc0b6,2024-05-01 18:08:00,product_page,scroll,P141
137,U003,2affc0b6,2024-05-01 18:10:00,cart,click,P187
138,U003,2affc0b6,2024-05-01 18:10:00,checkout,scroll,Unknown
139,U003,2affc0b6,2024-05-01 18:16:00,purchase,click,Unknown
140,U003,68cb7de9,2024-05-02 19:06:00,homepage,click,Unknown
141,U003,68cb7de9,2024-05-02 19:11:00,product_page,scroll,P171
142,U003,e7b9040e,2024-05-03 17:43:00,homepage,page_view,Unknown
143,U003,e7b9040e,2024-05-03 17:44:00,product_page,click,P145
144,U003,dfd757ff,2024-05-03 19:41:00,homepage,page_view,Unknown
145,U003,dfd757ff,2024-05-03 19:45:00,product_page,scroll,P124
146,U003,50c4d6de,2024-05-02 20:56:00,homepage,click,Unknown
147,U003,50c4d6de,2024-05-02 21:00:00,product_page,page_view,P143
148,U003,50c4d6de,2024-05-02 21:00:00,cart,page_view,P152
149,U003,6d1d0b00,2024-05-02 21:06:00,homepage,click,Unknown
150,U003,6d1d0b00,2024-05-02 21:09:00,product_page,scroll,P165
151,U003,6d1d0b00,2024-05-02 21:14:00,cart,page_view,P178
152,U003,a75ed236,2024-05-03 12:40:00,homepage,page_view,Unknown
153,U003,a75ed236,2024-05-03 12:41:00,product_page,click,P115
154,U003,a75ed236,2024-05-03 12:42:00,cart,scroll,P169
155,U003,8ad8bf04,2024-05-02 16:07:00,homepage,scroll,Unknown
156,U003,8ad8bf04,2024-05-02 16:10:00,product_page,page_view,P156
157,U003,8ad8bf04,2024-05-02 16:15:00,cart,click,P111
158,U003,8ad8bf04,2024-05-02 16:13:00,checkout,scroll,Unknown
159,U003,5b5067a0,2024-05-01 17:28:00,homepage,scroll,Unknown
160,U003,5b5067a0,2024-05-01 17:33:00,product_page,click,P193
161,U003,5b5067a0,2024-05-01 17:34:00,cart,click,P139
162,U003,5b5067a0,2024-05-01 17:40:00,checkout,page_view,Unknown
163,U003,5b5067a0,2024-05-01 17:44:00,purchase,scroll,Unknown
164,U003,60016107,2024-05-03 21:35:00,homepage,scroll,Unknown
165,U003,60016107,2024-05-03 21:38:00,product_page,page_view,P100
166,U003,60016107,2024-05-03 21:45:00,cart,scroll,P144
167,U003,60016107,2024-05-03 21:47:00,checkout,page_view,Unknown
168,U003,60016107,2024-05-03 21:43:00,purchase,scroll,Unknown
169,U003,c78bbc62,2024-05-01 20:05:00,homepage,page_view,Unknown
170,U003,c78bbc62,2024-05-01 20:07:00,product_page,scroll,P126
171,U003,c78bbc62,2024-05-01 20:15:00,cart,page_view,P112
172,U003,c78bbc62,2024-05-01 20:11:00,checkout,page_view,Unknown
173,U003,c78bbc62,2024-05-01 20:13:00,purchase,click,Unknown
174,U003,4415710c,2024-05-02 16:39:00,homepage,page_view,Unknown
175,U003,4415710c,2024-05-02 16:43:00,product_page,page_view,P188
176,U003,3ee7db17,2024-05-03 12:12:00,homepage,scroll,Unknown
177,U003,3ee7db17,2024-05-03 12:16:00,product_page,click,P168
178,U003,4a920cfb,2024-05-02 12:35:00,homepage,click,Unknown
179,U003,4a920cfb,2024-05-02 12:36:00,product_page,click,P176
180,U003,4a920cfb,2024-05-02 12:41:00,cart,scroll,P135
181,U003,3e35312e,2024-05-02 16:38:00,homepage,page_view,Unknown
182,U003,3e35312e,2024-05-02 16:39:00,product_page,scroll,P134
183,U003,6f41cd4e,2024-05-02 21:59:00,homepage,click,Unknown
184,U003,6f41cd4e,2024-05-02 22:03:00,product_page,click,P169
185,U003,6f41cd4e,2024-05-02 22:07:00,cart,scroll,P100
186,U003,6f41cd4e,2024-05-02 22:05:00,checkout,page_view,Unknown
187,U003,6f41cd4e,2024-05-02 22:03:00,purchase,click,Unknown
188,U004,68bef176,2024-05-03 18:39:00,homepage,scroll,Unknown
189,U004,68bef176,2024-05-03 18:41:00,product_page,page_view,P111
190,U004,a9ec8494,2024-05-01 16:11:00,homepage,scroll,Unknown
191,U004,a9ec8494,2024-05-01 16:15:00,product_page,page_view,P199
192,U004,ed1c963c,2024-05-01 20:31:00,homepage,page_view,Unknown
193,U004,ed1c963c,2024-05-01 20:32:00,product_page,click,P132
194,U004,ed1c963c,2024-05-01 20:41:00,cart,scroll,P105
195,U004,ed1c963c,2024-05-01 20:37:00,checkout,page_view,Unknown
196,U004,6cd66ce0,2024-05-01 10:39:00,homepage,click,Unknown
197,U004,6cd66ce0,2024-05-01 10:43:00,product_page,scroll,P190
198,U004,6cd66ce0,2024-05-01 10:43:00,cart,click,P147
199,U004,6cd66ce0,2024-05-01 10:42:00,checkout,scroll,Unknown
200,U004,6cd66ce0,2024-05-01 10:59:00,purchase,page_view,Unknown
201,U004,aff5d532,2024-05-01 08:26:00,homepage,page_view,Unknown
202,U004,aff5d532,2024-05-01 08:31:00,product_page,click,P198
203,U004,aff5d532,2024-05-01 08:34:00,cart,click,P195
204,U004,42b75921,2024-05-03 15:42:00,homepage,click,Unknown
205,U004,42b75921,2024-05-03 15:45:00,product_page,page_view,P113
206,U004,bd21e3b9,2024-05-01 20:07:00,homepage,click,Unknown
207,U004,bd21e3b9,2024-05-01 20:10:00,product_page,page_view,P199
208,U004,310245f3,2024-05-03 14:05:00,homepage,page_view,Unknown
209,U004,310245f3,2024-05-03 14:10:00,product_page,page_view,P142
210,U004,310245f3,2024-05-03 14:13:00,cart,scroll,P179
211,U004,71b354cc,2024-05-03 10:35:00,homepage,scroll,Unknown
212,U004,71b354cc,2024-05-03 10:36:00,product_page,page_view,P163
213,U004,71b354cc,2024-05-03 10:45:00,cart,click,P158
214,U004,71b354cc,2024-05-03 10:41:00,checkout,page_view,Unknown
215,U004,44951963,2024-05-02 14:11:00,homepage,click,Unknown
216,U004,44951963,2024-05-02 14:14:00,product_page,page_view,P145
217,U005,d498c694,2024-05-03 09:50:00,homepage,page_view,Unknown
218,U005,d498c694,2024-05-03 09:52:00,product_page,page_view,P157
219,U005,e28ae9d4,2024-05-03 16:26:00,homepage,scroll,Unknown
220,U005,e28ae9d4,2024-05-03 16:28:00,product_page,scroll,P165
221,U005,1de2e306,2024-05-01 10:45:00,homepage,click,Unknown
222,U005,1de2e306,2024-05-01 10:46:00,product_page,click,P103
223,U005,1de2e306,2024-05-01 10:47:00,cart,page_view,P169
224,U005,1de2e306,2024-05-01 10:48:00,checkout,scroll,Unknown
225,U005,1de2e306,2024-05-01 11:01:00,purchase,click,Unknown
226,U005,1d8b207d,2024-05-02 21:04:00,homepage,scroll,Unknown
227,U005,1d8b207d,2024-05-02 21:07:00,product_page,scroll,P146
228,U005,47860956,2024-05-01 11:46:00,homepage,click,Unknown
229,U005,47860956,2024-05-01 11:51:00,product_page,page_view,P183
230,U005,a51e6d50,2024-05-02 21:44:00,homepage,click,Unknown
231,U005,a51e6d50,2024-05-02 21:47:00,product_page,click,P148
232,U005,a51e6d50,2024-05-02 21:48:00,cart,click,P193
233,U005,a51e6d50,2024-05-02 21:53:00,checkout,scroll,Unknown
234,U005,a51e6d50,2024-05-02 22:04:00,purchase,page_view,Unknown
235,U005,ccca797c,2024-05-01 17:44:00,homepage,click,Unknown
236,U005,ccca797c,2024-05-01 17:47:00,product_page,page_view,P122
237,U005,ccca797c,2024-05-01 17:48:00,cart,click,P107
238,U005,ccca797c,2024-05-01 17:53:00,checkout,scroll,Unknown
239,U005,9da5f35f,2024-05-02 08:38:00,homepage,scroll,Unknown
240,U005,9da5f35f,2024-05-02 08:42:00,product_page,scroll,P177
241,U005,9da5f35f,2024-05-02 08:40:00,cart,click,P138
242,U005,acdb59c2,2024-05-01 20:07:00,homepage,click,Unknown
243,U005,acdb59c2,2024-05-01 20:09:00,product_page,scroll,P149
244,U005,c6a6d2db,2024-05-01 17:10:00,homepage,click,Unknown
245,U005,c6a6d2db,2024-05-01 17:11:00,product_page,scroll,P159
246,U005,c6a6d2db,2024-05-01 17:20:00,cart,scroll,P184
247,U005,c6a6d2db,2024-05-01 17:19:00,checkout,click,Unknown
248,U005,32a7bf85,2024-05-01 21:13:00,homepage,page_view,Unknown
249,U005,32a7bf85,2024-05-01 21:14:00,product_page,page_view,P147
250,U005,32a7bf85,2024-05-01 21:21:00,cart,page_view,P156
251,U005,32a7bf85,2024-05-01 21:22:00,checkout,scroll,Unknown
252,U005,32a7bf85,2024-05-01 21:21:00,purchase,page_view,Unknown
253,U005,884d55d5,2024-05-01 22:49:00,homepage,click,Unknown
254,U005,884d55d5,2024-05-01 22:54:00,product_page,click,P100
255,U005,884d55d5,2024-05-01 22:59:00,cart,page_view,P150
256,U005,884d55d5,2024-05-01 22:55:00,checkout,scroll,Unknown
257,U005,892baa33,2024-05-01 22:05:00,homepage,page_view,Unknown
258,U005,892baa33,2024-05-01 22:07:00,product_page,page_view,P146
259,U005,a49ad335,2024-05-02 14:53:00,homepage,page_view,Unknown
260,U005,a49ad335,2024-05-02 14:57:00,product_page,page_view,P188
261,U005,a49ad335,2024-05-02 14:55:00,cart,page_view,P111
262,U005,a49ad335,2024-05-02 14:56:00,checkout,page_view,Unknown
263,U005,d871d1fb,2024-05-01 20:53:00,homepage,scroll,Unknown
264,U005,d871d1fb,2024-05-01 20:56:00,product_page,page_view,P122
265,U005,d871d1fb,2024-05-01 20:57:00,cart,page_view,P156
266,U006,01167e48,2024-05-01 09:31:00,homepage,click,Unknown
267,U006,01167e48,2024-05-01 09:35:00,product_page,click,P123
268,U006,01167e48,2024-05-01 09:33:00,cart,page_view,P162
269,U006,e6b4c907,2024-05-03 13:51:00,homepage,page_view,Unknown
270,U006,e6b4c907,2024-05-03 13:56:00,product_page,page_view,P193
271,U006,e6b4c907,2024-05-03 13:59:00,cart,page_view,P116
272,U006,83157a6a,2024-05-03 08:05:00,homepage,scroll,Unknown
273,U006,83157a6a,2024-05-03 08:09:00,product_page,scroll,P126
274,U006,9e86e64f,2024-05-01 11:04:00,homepage,page_view,Unknown
275,U006,9e86e64f,2024-05-01 11:07:00,product_page,click,P145
276,U006,9e86e64f,2024-05-01 11:06:00,cart,click,P166
277,U006,9e86e64f,2024-05-01 11:10:00,checkout,page_view,Unknown
278,U006,bef63d56,2024-05-03 20:38:00,homepage,page_view,Unknown
279,U006,bef63d56,2024-05-03 20:39:00,product_page,page_view,P180
280,U006,bef63d56,2024-05-03 20:48:00,cart,click,P135
281,U006,bef63d56,2024-05-03 20:53:00,checkout,scroll,Unknown
282,U006,b1ad9070,2024-05-03 12:16:00,homepage,click,Unknown
283,U006,b1ad9070,2024-05-03 12:20:00,product_page,click,P175
284,U006,b1ad9070,2024-05-03 12:20:00,cart,scroll,P157
285,U006,b1ad9070,2024-05-03 12:31:00,checkout,scroll,Unknown
286,U006,e55681fb,2024-05-02 15:10:00,homepage,click,Unknown
287,U006,e55681fb,2024-05-02 15:14:00,product_page,click,P189
288,U006,e55681fb,2024-05-02 15:16:00,cart,click,P173
289,U006,2b2d7a95,2024-05-03 21:42:00,homepage,scroll,Unknown
290,U006,2b2d7a95,2024-05-03 21:47:00,product_page,click,P108
291,U006,2b2d7a95,2024-05-03 21:46:00,cart,click,P141
292,U006,2b2d7a95,2024-05-03 21:57:00,checkout,page_view,Unknown
293,U006,2b2d7a95,2024-05-03 21:54:00,purchase,page_view,Unknown
294,U006,84e5d0ec,2024-05-01 14:43:00,homepage,page_view,Unknown
295,U006,84e5d0ec,2024-05-01 14:45:00,product_page,click,P163
296,U006,84e5d0ec,2024-05-01 14:49:00,cart,page_view,P155
297,U006,84e5d0ec,2024-05-01 14:52:00,checkout,scroll,Unknown
298,U006,84e5d0ec,2024-05-01 14:55:00,purchase,click,Unknown
299,U006,06463942,2024-05-03 14:26:00,homepage,page_view,Unknown
300,U006,06463942,2024-05-03 14:27:00,product_page,page_view,P141
301,U006,ea3ab700,2024-05-02 17:59:00,homepage,click,Unknown
302,U006,ea3ab700,2024-05-02 18:01:00,product_page,click,P144
303,U006,ea3ab700,2024-05-02 18:07:00,cart,page_view,P197
304,U006,ea3ab700,2024-05-02 18:02:00,checkout,scroll,Unknown
305,U006,0d0708fb,2024-05-02 19:31:00,homepage,scroll,Unknown
306,U006,0d0708fb,2024-05-02 19:32:00,product_page,page_view,P128
307,U006,0d0708fb,2024-05-02 19:41:00,cart,click,P181
308,U006,0d0708fb,2024-05-02 19:40:00,checkout,scroll,Unknown
309,U006,50187461,2024-05-02 18:17:00,homepage,page_view,Unknown
310,U006,50187461,2024-05-02 18:21:00,product_page,scroll,P165
311,U006,f32d2992,2024-05-02 18:12:00,homepage,page_view,Unknown
312,U006,f32d2992,2024-05-02 18:13:00,product_page,page_view,P119
313,U006,f32d2992,2024-05-02 18:18:00,cart,scroll,P139
314,U006,f32d2992,2024-05-02 18:27:00,checkout,click,Unknown
315,U006,f32d2992,2024-05-02 18:24:00,purchase,scroll,Unknown
316,U006,a381608e,2024-05-02 19:34:00,homepage,page_view,Unknown
317,U006,a381608e,2024-05-02 19:39:00,product_page,scroll,P165
318,U006,a381608e,2024-05-02 19:44:00,cart,scroll,P183
319,U007,5fa29db5,2024-05-01 20:10:00,homepage,scroll,Unknown
320,U007,5fa29db5,2024-05-01 20:14:00,product_page,scroll,P140
321,U007,4f565913,2024-05-01 18:16:00,homepage,click,Unknown
322,U007,4f565913,2024-05-01 18:18:00,product_page,click,P136
323,U007,44994c93,2024-05-01 18:46:00,homepage,scroll,Unknown
324,U007,44994c93,2024-05-01 18:49:00,product_page,page_view,P157
325,U007,661341c0,2024-05-02 10:12:00,homepage,click,Unknown
326,U007,661341c0,2024-05-02 10:13:00,product_page,scroll,P116
327,U007,661341c0,2024-05-02 10:16:00,cart,page_view,P140
328,U007,661341c0,2024-05-02 10:21:00,checkout,page_view,Unknown
329,U007,661341c0,2024-05-02 10:32:00,purchase,click,Unknown
330,U007,2da1a78d,2024-05-01 10:38:00,homepage,page_view,Unknown
331,U007,2da1a78d,2024-05-01 10:42:00,product_page,page_view,P133
332,U007,b4c7b821,2024-05-03 17:52:00,homepage,page_view,Unknown
333,U007,b4c7b821,2024-05-03 17:56:00,product_page,click,P150
334,U007,b4c7b821,2024-05-03 17:58:00,cart,scroll,P165
335,U007,b4c7b821,2024-05-03 17:55:00,checkout,click,Unknown
336,U007,b4c7b821,2024-05-03 18:00:00,purchase,scroll,Unknown
337,U007,aba90fd0,2024-05-02 10:49:00,homepage,scroll,Unknown
338,U007,aba90fd0,2024-05-02 10:53:00,product_page,click,P190
339,U007,47788141,2024-05-01 17:41:00,homepage,click,Unknown
340,U007,47788141,2024-05-01 17:43:00,product_page,scroll,P156
341,U007,919a5c1b,2024-05-01 08:27:00,homepage,page_view,Unknown
342,U007,919a5c1b,2024-05-01 08:30:00,product_page,click,P176
343,U007,919a5c1b,2024-05-01 08:29:00,cart,click,P164
344,U007,919a5c1b,2024-05-01 08:33:00,checkout,page_view,Unknown
345,U007,c61a1b46,2024-05-01 16:57:00,homepage,click,Unknown
346,U007,c61a1b46,2024-05-01 17:02:00,product_page,scroll,P162
347,U007,c61a1b46,2024-05-01 17:01:00,cart,scroll,P169
348,U007,386f6b36,2024-05-02 08:32:00,homepage,click,Unknown
349,U007,386f6b36,2024-05-02 08:33:00,product_page,click,P186
350,U007,386f6b36,2024-05-02 08:36:00,cart,click,P193
351,U007,386f6b36,2024-05-02 08:44:00,checkout,click,Unknown
352,U007,ddca1a78,2024-05-01 13:19:00,homepage,scroll,Unknown
353,U007,ddca1a78,2024-05-01 13:22:00,product_page,scroll,P124
354,U007,ddca1a78,2024-05-01 13:25:00,cart,scroll,P127
355,U007,3713aea1,2024-05-01 22:33:00,homepage,scroll,Unknown
356,U007,3713aea1,2024-05-01 22:35:00,product_page,page_view,P140
357,U007,3713aea1,2024-05-01 22:37:00,cart,click,P168
358,U007,3713aea1,2024-05-01 22:42:00,checkout,scroll,Unknown
359,U007,6eb53b74,2024-05-03 22:24:00,homepage,page_view,Unknown
360,U007,6eb53b74,2024-05-03 22:26:00,product_page,scroll,P136
361,U007,6eb53b74,2024-05-03 22:34:00,cart,page_view,P165
362,U007,8c713b61,2024-05-02 10:18:00,homepage,page_view,Unknown
363,U007,8c713b61,2024-05-02 10:20:00,product_page,scroll,P125
364,U007,0f153c06,2024-05-02 08:13:00,homepage,page_view,Unknown
365,U007,0f153c06,2024-05-02 08:14:00,product_page,click,P160
366,U007,0f153c06,2024-05-02 08:15:00,cart,click,P181
367,U007,0f153c06,2024-05-02 08:16:00,checkout,scroll,Unknown
368,U007,0f153c06,2024-05-02 08:33:00,purchase,click,Unknown
369,U007,9cddcf87,2024-05-02 21:02:00,homepage,page_view,Unknown
370,U007,9cddcf87,2024-05-02 21:04:00,product_page,page_view,P172
371,U007,9cddcf87,2024-05-02 21:06:00,cart,page_view,P141
372,U008,234f4085,2024-05-01 22:52:00,homepage,page_view,Unknown
373,U008,234f4085,2024-05-01 22:57:00,product_page,click,P115
374,U008,e0360e12,2024-05-02 19:56:00,homepage,click,Unknown
375,U008,e0360e12,2024-05-02 19:57:00,product_page,page_view,P146
376,U008,e0360e12,2024-05-02 20:04:00,cart,scroll,P177
377,U008,e0360e12,2024-05-02 20:05:00,checkout,scroll,Unknown
378,U008,1cb7e645,2024-05-03 22:24:00,homepage,click,Unknown
379,U008,1cb7e645,2024-05-03 22:25:00,product_page,click,P105
380,U008,1cb7e645,2024-05-03 22:28:00,cart,page_view,P167
381,U008,1cb7e645,2024-05-03 22:33:00,checkout,click,Unknown
382,U008,1cb7e645,2024-05-03 22:28:00,purchase,page_view,Unknown
383,U008,ee039492,2024-05-03 16:12:00,homepage,scroll,Unknown
384,U008,ee039492,2024-05-03 16:15:00,product_page,page_view,P121
385,U008,ee039492,2024-05-03 16:22:00,cart,page_view,P185
386,U008,ee039492,2024-05-03 16:27:00,checkout,page_view,Unknown
387,U008,7cb21657,2024-05-02 14:51:00,homepage,page_view,Unknown
388,U008,7cb21657,2024-05-02 14:56:00,product_page,page_view,P154
389,U008,7cb21657,2024-05-02 14:57:00,cart,page_view,P145
390,U008,23a4f0b7,2024-05-03 12:51:00,homepage,click,Unknown
